1 PERIODO,2 CUO,3 CORRELATIVO,4 CODIGO DE CATALOGO UTILIZADO,5 CODIGO PROPIO DEL ACTIVO FIJO CORRESPONDIENTE AL CATALOGO SENALADO EN EL CAMPO 4,6 CODIGO DE CATALOGO UTILIZADO,7 CODIGO DE EXISTENCIA CORRESPONDIENTE AL CATALOGO SENALADO EN EL CAMPO 6,8 CODIGO DEL TIPO DE ACTIVO FIJO (VALIDAR CON PARAMETRO TABLA 18),9 CODIGO DE LA CUENTA CONTABLE DEL ACTIVO FIJO,10 ESTADO DEL ACTIVO FIJO (VALIDAR CON PARAMETRO TABLA 19),11 DESCRIPCION DEL ACTIVO FIJO,12 MARCA DEL ACTIVO FIJO,13 MODELO DEL ACTIVO FIJO,14 NUMERO DE SERIE Y/O PLACA DEL ACTIVO FIJO,15 IMPORTE DEL SALDO INICIAL DEL ACTIVO FIJO ,16 ADQUISICION,17 IMPORTE DE LAS MEJORAS DEL ACTIVO FIJO,18 IMPORTE DE LOS RETIROS Y/O BAJAS DEL ACTIVO FIJO,19 IMPORTE POR OTROS AJUSTES EN EL VALOR DEL ACTIVO FIJO,20 VALOR DE LA REVALUACION VOLUNTARIA EFECTUADA,21 VALOR DE LA REVALUACION EFECTUADA POR REORGANIZACION DE SOCIEDADES,22 VALOR DE OTRAS REVALUACIONES EFECTUADA,23 IMPORTE DEL VALOR DEL AJUSTE POR INFLACION DEL ACTIVO FIJO,24 FECHA DE ADQUISICION DEL ACTIVO FIJO,25 FECHA DE INICIO DEL USO DEL ACTIVO FIJO,26 CODIGO DEL MÉTODO APLICADO EN EL CALCULO DE LA DEPRECIACION,27 NUMERO DE DOCUMENTO DE AUTORIZACION PARA CAMBIAR EL MÉTODO DE LA DEPRECIACION,FORMULA (NUMÉRICA),29 DEPRECIACION ACUMULADA AL CIERRE DEL EJERCICIO ANTERIOR.,30 VALOR DE LA DEPRECIACION DEL EJERCICIO SIN CONSIDERAR LA REVALUACION,31 VALOR DE LA DEPRECIACION DEL EJERCICIO RELACIONADA CON LOS RETIROS Y/O BAJAS DEL ACTIVO FIJO,32 VALOR DE LA DEPRECIACION RELACIONADA CON OTROS AJUSTES,33 VALOR DE LA DEPRECIACION DE LA REVALUACION VOLUNTARIA EFECTUADA,34 VALOR DE LA DEPRECIACION DE LA REVALUACION EFECTUADA POR REORGANIZACION DE SOCIEDADES,35 VALOR DE LA DEPRECIACION DE OTRAS REVALUACIONES EFECTUADAS,36 VALOR DEL AJUSTE POR INFLACION DE LA DEPRECIACION,37 INDICA EL ESTADO DE LA OPERACION,
20230000,909,M909,9,FAM000005,,,2,322411,9,AUTO FIAT 500 CULT AÑO 2022,-,-,-,63165.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/08/2022,01/10/2022,1,0000,28.33,1052.76,-1052.76,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,908,M908,9,FAM000005,,,2,322411,9,AUTO FIAT 500 CULT AÑO 2022,-,-,-,63165.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/08/2022,01/10/2022,1,0000,28.33,1052.76,-1052.76,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,907,M907,9,FAM000005,,,2,322411,9,AUTO FIAT 500 CULT AÑO 2022,-,-,-,63165.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/08/2022,01/10/2022,1,0000,28.33,1052.76,-1052.76,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,809,M809,9,FAM000006,,,2,322411,9,CAMIONETA TOYOTA LAND CUISER PRADO AÑO 2,-,-,-,223647.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2022,01/10/2022,1,0000,23.33,3727.46,-3727.46,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,807,M807,9,FAM000006,,,2,322411,9,CAMIONETA TOYOTA LAND CUISER PRADO AÑO 2,-,-,-,223647.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2022,01/10/2022,1,0000,23.33,3727.46,-3727.46,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,808,M808,9,FAM000006,,,2,322411,9,CAMIONETA TOYOTA LAND CUISER PRADO AÑO 2,-,-,-,223647.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2022,01/10/2022,1,0000,23.33,3727.46,-3727.46,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,912,M912,9,FAM000007,,,2,322411,9,CAMIONETA CHEVROLET SUBURBAN AÑO 2022,-,-,-,270058.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/10/2022,01/11/2022,1,0000,21.67,4500.98,-4500.98,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,910,M910,9,FAM000007,,,2,322411,9,CAMIONETA CHEVROLET SUBURBAN AÑO 2022,-,-,-,270058.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/10/2022,01/11/2022,1,0000,21.67,4500.98,-4500.98,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,911,M911,9,FAM000007,,,2,322411,9,CAMIONETA CHEVROLET SUBURBAN AÑO 2022,-,-,-,270058.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/10/2022,01/11/2022,1,0000,21.67,4500.98,-4500.98,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,812,M812,9,FAM000008,,,2,322411,9,PICK UP CHEVROLET COLORADO AÑO 2023,-,-,-,143101.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2023,01/03/2023,1,0000,15.00,2385.02,-2385.02,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,811,M811,9,FAM000008,,,2,322411,9,PICK UP CHEVROLET COLORADO AÑO 2023,-,-,-,143101.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2023,01/03/2023,1,0000,15.00,2385.02,-2385.02,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,810,M810,9,FAM000008,,,2,322411,9,PICK UP CHEVROLET COLORADO AÑO 2023,-,-,-,143101.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2023,01/03/2023,1,0000,15.00,2385.02,-2385.02,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,8,M8,9,FAM000008,,,2,322411,9,PICK UP CHEVROLET COLORADO AÑO 2023,-,-,-,143101.01,143101.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2023,01/03/2023,1,0000,15.00,0.00,143101.01,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,915,M915,9,FAM000009,,,2,322611,9,LEASING 37098 SCOTIA 2 DATACENTER BLOCK,-,-,-,397670.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2019,01/01/2020,1,0000,39.17,3313.92,-3313.92,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,914,M914,9,FAM000009,,,2,322611,9,LEASING 37098 SCOTIA 2 DATACENTER BLOCK,-,-,-,397670.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2019,01/01/2020,1,0000,39.17,3313.92,-3313.92,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,913,M913,9,FAM000009,,,2,322611,9,LEASING 37098 SCOTIA 2 DATACENTER BLOCK,-,-,-,397670.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2019,01/01/2020,1,0000,39.17,3313.92,-3313.92,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,815,M815,9,FAM000010,,,2,322611,9,PROVISION DE LEA 0000036066 SCOTIA 1 EQU,-,-,-,204040.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2019,01/01/2020,1,0000,39.17,1700.34,-1700.34,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,813,M813,9,FAM000010,,,2,322611,9,PROVISION DE LEA 0000036066 SCOTIA 1 EQU,-,-,-,204040.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2019,01/01/2020,1,0000,39.17,1700.34,-1700.34,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,814,M814,9,FAM000010,,,2,322611,9,PROVISION DE LEA 0000036066 SCOTIA 1 EQU,-,-,-,204040.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2019,01/01/2020,1,0000,39.17,1700.34,-1700.34,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,917,M917,9,FAM000011,,,2,322611,9,PROVISION DE LEASING 8100804130 - EQUIPO,-,-,-,803792.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/08/2020,01/09/2020,1,0000,32.50,6698.27,-6698.27,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,916,M916,9,FAM000011,,,2,322611,9,PROVISION DE LEASING 8100804130 - EQUIPO,-,-,-,803792.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/08/2020,01/09/2020,1,0000,32.50,6698.27,-6698.27,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,918,M918,9,FAM000011,,,2,322611,9,PROVISION DE LEASING 8100804130 - EQUIPO,-,-,-,803792.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/08/2020,01/09/2020,1,0000,32.50,6698.27,-6698.27,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,921,M921,9,FAM000012,,,2,322611,9,LEASING 8100804130 - EQUIPOS SUMTEC,-,-,-,7983.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28/10/2020,01/11/2020,1,0000,30.83,66.53,-66.53,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,920,M920,9,FAM000012,,,2,322611,9,LEASING 8100804130 - EQUIPOS SUMTEC,-,-,-,7983.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28/10/2020,01/11/2020,1,0000,30.83,66.53,-66.53,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,919,M919,9,FAM000012,,,2,322611,9,LEASING 8100804130 - EQUIPOS SUMTEC,-,-,-,7983.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28/10/2020,01/11/2020,1,0000,30.83,66.53,-66.53,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,816,M816,9,FAM000013,,,2,322611,9,FIRE STOPPERS  -  DATACENTER STA CATALIN,-,-,-,54997.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/11/2020,01/01/2021,1,0000,29.17,458.31,-458.31,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,817,M817,9,FAM000013,,,2,322611,9,FIRE STOPPERS  -  DATACENTER STA CATALIN,-,-,-,54997.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/11/2020,01/01/2021,1,0000,29.17,458.31,-458.31,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,818,M818,9,FAM000013,,,2,322611,9,FIRE STOPPERS  -  DATACENTER STA CATALIN,-,-,-,54997.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/11/2020,01/01/2021,1,0000,29.17,458.31,-458.31,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,924,M924,9,FAM000014,,,2,322611,9,PROVISION DE LEASING 8100804130 - EQUIPO,-,-,-,141845.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/08/2020,01/01/2021,1,0000,29.17,1182.05,-1182.05,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,923,M923,9,FAM000014,,,2,322611,9,PROVISION DE LEASING 8100804130 - EQUIPO,-,-,-,141845.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/08/2020,01/01/2021,1,0000,29.17,1182.05,-1182.05,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,922,M922,9,FAM000014,,,2,322611,9,PROVISION DE LEASING 8100804130 - EQUIPO,-,-,-,141845.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/08/2020,01/01/2021,1,0000,29.17,1182.05,-1182.05,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,821,M821,9,FAM000015,,,2,322611,9,PROVISION LEASING 00809833 - FIRE STOPPE,-,-,-,311052.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2020,01/01/2021,1,0000,29.17,2592.10,-2592.10,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,819,M819,9,FAM000015,,,2,322611,9,PROVISION LEASING 00809833 - FIRE STOPPE,-,-,-,311052.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2020,01/01/2021,1,0000,29.17,2592.10,-2592.10,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,820,M820,9,FAM000015,,,2,322611,9,PROVISION LEASING 00809833 - FIRE STOPPE,-,-,-,311052.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2020,01/01/2021,1,0000,29.17,2592.10,-2592.10,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,926,M926,9,FAM000016,,,2,322611,9,LEASING 00842067 BBVA - 652 EQUIPOS FORT,-,-,-,525633.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2021,01/10/2021,1,0000,21.67,4380.28,-4380.28,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,927,M927,9,FAM000016,,,2,322611,9,LEASING 00842067 BBVA - 652 EQUIPOS FORT,-,-,-,525633.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2021,01/10/2021,1,0000,21.67,4380.28,-4380.28,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,925,M925,9,FAM000016,,,2,322611,9,LEASING 00842067 BBVA - 652 EQUIPOS FORT,-,-,-,525633.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/09/2021,01/10/2021,1,0000,21.67,4380.28,-4380.28,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,822,M822,9,FAM000017,,,2,322611,9,PROVISION LEASING 00819669 - DATACENTER ,-,-,-,271925.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/09/2021,01/10/2021,1,0000,21.67,2266.05,-2266.05,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,824,M824,9,FAM000017,,,2,322611,9,PROVISION LEASING 00819669 - DATACENTER ,-,-,-,271925.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/09/2021,01/10/2021,1,0000,21.67,2266.05,-2266.05,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,823,M823,9,FAM000017,,,2,322611,9,PROVISION LEASING 00819669 - DATACENTER ,-,-,-,271925.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/09/2021,01/10/2021,1,0000,21.67,2266.05,-2266.05,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,930,M930,9,FAM000018,,,2,322611,9,PROVISION DE LEASING 845732 - 285 EQUIPO,-,-,-,425684.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30/09/2021,01/11/2021,1,0000,20.83,3547.37,-3547.37,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,929,M929,9,FAM000018,,,2,322611,9,PROVISION DE LEASING 845732 - 285 EQUIPO,-,-,-,425684.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30/09/2021,01/11/2021,1,0000,20.83,3547.37,-3547.37,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,928,M928,9,FAM000018,,,2,322611,9,PROVISION DE LEASING 845732 - 285 EQUIPO,-,-,-,425684.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30/09/2021,01/11/2021,1,0000,20.83,3547.37,-3547.37,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,827,M827,9,FAM000019,,,2,322611,9,PROVISION DE LEASING 00805838 - DATACENT,-,-,-,5336824.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,44473.54,-44473.54,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,825,M825,9,FAM000019,,,2,322611,9,PROVISION DE LEASING 00805838 - DATACENT,-,-,-,5336824.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,44473.54,-44473.54,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,826,M826,9,FAM000019,,,2,322611,9,PROVISION DE LEASING 00805838 - DATACENT,-,-,-,5336824.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,44473.54,-44473.54,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,933,M933,9,FAM000020,,,2,322611,9,PROVISION DE LEASING 00823828 - DATACENT,-,-,-,563337.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,4694.48,-4694.48,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,931,M931,9,FAM000020,,,2,322611,9,PROVISION DE LEASING 00823828 - DATACENT,-,-,-,563337.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,4694.48,-4694.48,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,932,M932,9,FAM000020,,,2,322611,9,PROVISION DE LEASING 00823828 - DATACENT,-,-,-,563337.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,4694.48,-4694.48,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,936,M936,9,FAM000021,,,2,322611,9,PROVISION LEASING 39887 SCOT - COMPRAS 5,-,-,-,303862.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/10/2021,01/11/2021,1,0000,20.83,2532.18,-2532.18,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,935,M935,9,FAM000021,,,2,322611,9,PROVISION LEASING 39887 SCOT - COMPRAS 5,-,-,-,303862.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/10/2021,01/11/2021,1,0000,20.83,2532.18,-2532.18,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,934,M934,9,FAM000021,,,2,322611,9,PROVISION LEASING 39887 SCOT - COMPRAS 5,-,-,-,303862.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/10/2021,01/11/2021,1,0000,20.83,2532.18,-2532.18,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,830,M830,9,FAM000022,,,2,322611,9,LEA 00823828 CUOTA INICIAL - DATACENTER ,-,-,-,278305.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,2319.21,-2319.21,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,829,M829,9,FAM000022,,,2,322611,9,LEA 00823828 CUOTA INICIAL - DATACENTER ,-,-,-,278305.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,2319.21,-2319.21,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,828,M828,9,FAM000022,,,2,322611,9,LEA 00823828 CUOTA INICIAL - DATACENTER ,-,-,-,278305.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/10/2021,01/11/2021,1,0000,20.83,2319.21,-2319.21,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,938,M938,9,FAM000023,,,2,322611,9,PROV LEASING 39287 - 3 EQUIPOS FORTIGAT,-,-,-,488673.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/11/2021,01/12/2021,1,0000,20.00,4072.28,-4072.28,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,937,M937,9,FAM000023,,,2,322611,9,PROV LEASING 39287 - 3 EQUIPOS FORTIGAT,-,-,-,488673.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/11/2021,01/12/2021,1,0000,20.00,4072.28,-4072.28,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,939,M939,9,FAM000023,,,2,322611,9,PROV LEASING 39287 - 3 EQUIPOS FORTIGAT,-,-,-,488673.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/11/2021,01/12/2021,1,0000,20.00,4072.28,-4072.28,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230000,831,M831,9,FAM000024,,,2,322611,9,PROV LEASING 00781947 MN INSTALACION DE ,-,-,-,2355077.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/12/2021,01/01/2022,1,0000,19.17,19625.64,-19625.64,0.00,0.00,0.00,0.00,0.00,0.00,1,
